name,min megahertz,max megahertz,min megabytes,max megabytes,mem_level:portal2,min megatexels,max megatexels,gpu_mem_level:portal2,mat_triplebuffered:portal2,min_processor_count,max_processor_count,cpu_level:portal2,VendorID,MinDeviceID,MaxDeviceID,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,MakeMeLast,Laptop:base,MinDxLevel:base,MaxDxLevel:base,DxLevel:base,CentroidHack:base,NoUserClipPlanes:base,PreferZPrepass:base,DisableShaderOptimizations:base,SuppressPixelShaderCentroidHackFixup:base,PreferTexturesInHWMemory:base,PreferHardwareSync:base,Unsupported:portal2,DefaultRes:portal2,DefaultResHeight:portal2,gpu_level:portal2,mat_antialias:portal2,mat_forceaniso:portal2,mat_grain_scale_override:portal2,mat_tonemapping_occlusion_use_stencil:portal2,mat_vsync:portal2,videoconfig_version:portal2
90,,,,,,,,,,,,,,,,,,,,,,90,90,90,0,0,0,,,0,1,,800,600,0,,,1,0,1,
92,,,,,,,,,,,,,,,,,,,,,,90,92,92,0,0,0,,,0,1,,1024,768,1,,,1,0,1,
95,,,,,,,,,,,,,,,,,,,,,,90,95,95,0,0,0,,,0,1,,1024,768,2,,,1,0,1,
97,,,,,,,,,,,,,,,,,,,,,,97,97,97,0,0,1,,,0,0,,1280,1024,3,,4,1,0,1,
98,,,,,,,,,,,,,,,,,,,,,,98,98,98,0,0,1,,,0,0,,1280,1024,3,,4,1,0,1,
100,,,,,,,,,,,,,,,,,,,,,,92,100,100,0,0,0,,,0,1,,1600,1200,3,4,4,1,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,0,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [0-1024),,,0,1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [1024-1536),,,1200,1800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [1536-),,,1800,65535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [0-128),,,,,,0,140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [128-256),,,,,,140,300,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [256-infinity),,,,,,300,530,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [512-infinity),,,,,,530,65535,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu_level_0,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cpu_level_1,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cpu_level 2,,,,,,,,,,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card/dxlevel specific stuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,0x1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce FX Go 5200,,,,,,,,,,,,,0x10de,0x0328,0x0328,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro NVS 280 PCI,,,,,,,,,,,,,0x10de,0x032a,0x032a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 500/FX 600,,,,,,,,,,,,,0x10de,0x032b,0x032b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5300/5350,,,,,,,,,,,,,0x10de,0x032c,0x032c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5100,,,,,,,,,,,,,0x10de,0x032d,0x032d,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5500,,,,,,,,,,,,,0x10de,0x032e,0x032e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5900,,,,,,,,,,,,,0x10de,0x0330,0x0332,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5950,,,,,,,,,,,,,0x10de,0x0333,0x0333,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5900,,,,,,,,,,,,,0x10de,0x0334,0x0337,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 3000,,,,,,,,,,,,,0x10de,0x0338,0x0338,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5900,,,,,,,,,,,,,0x10de,0x033a,0x033a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 700,,,,,,,,,,,,,0x10de,0x033f,0x033f,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5700,,,,,,,,,,,,,0x10de,0x0340,0x0344,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5700,,,,,,,,,,,,,0x10de,0x0347,0x0349,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5700,,,,,,,,,,,,,0x10de,0x034a,0x034b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX Go 1000,,,,,,,,,,,,,0x10de,0x034c,0x034c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 1100,,,,,,,,,,,,,0x10de,0x034e,0x034e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7650,,,,,,,,,,,,,0x10de,0x0390,0x0390,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7600,,,,,,,,,,,,,0x10de,0x0391,0x0392,12,6658,12,6658,,,,,,1,,1,,1,0,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x0393,0x0393,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7600,,,,,,,,,,,,,0x10de,0x0394,0x0394,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x0395,0x0395,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 8600,,,,,,,,,,,,,0x10de,0x0396,0x0396,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce Go 7700,,,,,,,,,,,,,0x10de,0x0397,0x0397,12,6658,12,6658,,1,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce Go 7600,,,,,,,,,,,,,0x10de,0x0398,0x0399,12,6658,12,6658,,1,,,,1,,1,,1,0,,,1024,768,0,0,0,1,,,
NVIDIA Quadro FX 3000,,,,,,,,,,,,,0x10de,0x039a,0x039a,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x039b,0x039b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x039d,0x039d,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA Quadro FX 560,,,,,,,,,,,,,0x10de,0x039e,0x039e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x039f,0x039f,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 6100,,,,,,,,,,,,,0x10de,0x03d0,0x03d2,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6100,,,,,,,,,,,,,0x10de,0x03d5,0x03d5,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7025,,,,,,,,,,,,,0x10de,0x03d6,0x03d6,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 8600,,,,,,,,,,,,,0x10de,0x0400,0x0403,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 8400,,,,,,,,,,,,,0x10de,0x0404,0x0404,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9500M,,,,,,,,,,,,,0x10de,0x0405,0x0405,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,0,2,4,1,,,
NVIDIA GeForce 8600M,,,,,,,,,,,,,0x10de,0x0407,0x0407,12,6658,12,6658,,1,,,,,,,,,,,,1024,768,1,2,4,1,,,
NVIDIA GeForce 8600,,,,,,,,,,,,,0x10de,0x0408,0x0408,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 8700M,,,,,,,,,,,,,0x10de,0x0409,0x0409,12,6658,12,6658,,1,,,,,,,,,,,,1024,768,1,2,4,1,,,
NVIDIA Quadro FX 370,,,,,,,,,,,,,0x10de,0x040a,0x040a,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,,,,,,
NVIDIA Quadro NVS 320M,,,,,,,,,,,,,0x10de,0x040b,0x040b,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,,,,,,
NVIDIA Quadro FX 570M,,,,,,,,,,,,,0x10de,0x040c,0x040c,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,,,,,,
NVIDIA Quadro FX 1600M,,,,,,,,,,,,,0x10de,0x040d,0x040d,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 570,,,,,,,,,,,,,0x10de,0x040e,0x040e,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,,,,,,
NVIDIA Quadro FX 1700,,,,,,,,,,,,,0x10de,0x040f,0x040f,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,,,,,,
NVIDIA GeForce GT 330,,,,,,,,,,,,,0x10de,0x0410,0x0410,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA GeForce 8400,,,,,,,,,,,,,0x10de,0x0420,0x0420,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8500,,,,,,,,,,,,,0x10de,0x0421,0x0421,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8400,,,,,,,,,,,,,0x10de,0x0422,0x0422,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8300,,,,,,,,,,,,,0x10de,0x0423,0x0423,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 8400,,,,,,,,,,,,,0x10de,0x0424,0x0424,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8600M,,,,,,,,,,,,,0x10de,0x0425,0x0425,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 8400M,,,,,,,,,,,,,0x10de,0x0426,0x0428,12,6658,12,6658,,1,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA Quadro NVS 140M,,,,,,,,,,,,,0x10de,0x0429,0x0429,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA Quadro NVS 130M,,,,,,,,,,,,,0x10de,0x042a,0x042a,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA Quadro NVS 135M,,,,,,,,,,,,,0x10de,0x042b,0x042b,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x042c,0x042c,12,6658,12,6658,,,,,,,,,,,,,,1440,900,0,4,4,1,,,
NVIDIA Quadro FX 360M,,,,,,,,,,,,,0x10de,0x042d,0x042d,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 9300M,,,,,,,,,,,,,0x10de,0x042e,0x042e,12,6658,12,6658,,1,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA Quadro NVS 290,,,,,,,,,,,,,0x10de,0x042f,0x042f,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce Go 7150M,,,,,,,,,,,,,0x10de,0x0531,0x0531,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7000M,,,,,,,,,,,,,0x10de,0x0533,0x0533,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,2,1,,,
NVIDIA GeForce 7050,,,,,,,,,,,,,0x10de,0x053a,0x053b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,2,1,,,
NVIDIA GeForce 7025,,,,,,,,,,,,,0x10de,0x053e,0x053e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,2,1,,,
NVIDIA GeForce GTX 295,,,,,,,,,,,,,0x10de,0x05e0,0x05e0,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 280,,,,,,,,,,,,,0x10de,0x05e1,0x05e1,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,8,1,,,
NVIDIA GeForce GTX 260,,,,,,,,,,,,,0x10de,0x05e2,0x05e2,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,8,1,,,
NVIDIA GeForce GTX 285,,,,,,,,,,,,,0x10de,0x05e3,0x05e3,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 275,,,,,,,,,,,,,0x10de,0x05e6,0x05e6,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 260,,,,,,,,,,,,,0x10de,0x05ea,0x05ea,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 295,,,,,,,,,,,,,0x10de,0x05eb,0x05eb,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 280,,,,,,,,,,,,,0x10de,0x05f1,0x05f1,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 260,,,,,,,,,,,,,0x10de,0x05f2,0x05f2,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA Quadro CX,,,,,,,,,,,,,0x10de,0x05f9,0x05f9,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,2,4,4,1,,,
NVIDIA Quadro FX 5800,,,,,,,,,,,,,0x10de,0x05fd,0x05fd,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,2,4,4,1,,,
NVIDIA Quadro FX 4800,,,,,,,,,,,,,0x10de,0x05fe,0x05fe,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,2,4,4,1,,,
NVIDIA Quadro FX 3800,,,,,,,,,,,,,0x10de,0x05ff,0x05ff,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,2,4,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0600,0x0600,12,6658,12,6658,,,,,,,,,,,,,,1600,900,3,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x0601,0x0601,12,6658,12,6658,,,,,,,,,,,,,,1600,900,3,2,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0602,0x0602,12,6658,12,6658,,,,,,,,,,,,,,1600,900,3,2,4,1,,,
NVIDIA GeForce GT 230,,,,,,,,,,,,,0x10de,0x0603,0x0603,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x0604,0x0605,12,6658,12,6658,,,,,,,,,,,,,,1600,900,3,2,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0606,0x0606,12,6658,12,6658,,,,,,,,,,,,,,1600,900,3,2,4,1,,,
NVIDIA GeForce GTS 240,,,,,,,,,,,,,0x10de,0x0607,0x0607,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 9800M,,,,,,,,,,,,,0x10de,0x0608,0x0608,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce 8800M,,,,,,,,,,,,,0x10de,0x0609,0x0609,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce GTX 280M,,,,,,,,,,,,,0x10de,0x060a,0x060a,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 9800M,,,,,,,,,,,,,0x10de,0x060b,0x060b,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce 8800M,,,,,,,,,,,,,0x10de,0x060c,0x060c,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce GTX 285M,,,,,,,,,,,,,0x10de,0x060f,0x060f,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x0610,0x0610,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0611,0x0611,12,6658,12,6658,,,,,,,,,,,,,,1600,900,3,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x0612,0x0614,12,6658,12,6658,,,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce GTS 150,,,,,,,,,,,,,0x10de,0x0615,0x0615,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,1,4,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0616,0x0616,12,6658,12,6658,,,,,,,,,,,,,,1600,900,2,2,4,1,,,
NVIDIA GeForce 9800M,,,,,,,,,,,,,0x10de,0x0617,0x0617,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce GTX 260M,,,,,,,,,,,,,0x10de,0x0618,0x0618,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,2,4,4,1,,,
NVIDIA Quadro FX 4700 X2,,,,,,,,,,,,,0x10de,0x0619,0x0619,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA Quadro FX 3700,,,,,,,,,,,,,0x10de,0x061a,0x061a,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA Quadro VX 200,,,,,,,,,,,,,0x10de,0x061b,0x061b,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA Quadro FX 3600M,,,,,,,,,,,,,0x10de,0x061c,0x061c,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA Quadro FX 2800M,,,,,,,,,,,,,0x10de,0x061d,0x061d,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA Quadro FX 3700M,,,,,,,,,,,,,0x10de,0x061e,0x061e,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA Quadro FX 3800M,,,,,,,,,,,,,0x10de,0x061f,0x061f,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,1,2,4,1,,,
NVIDIA GeForce GT 230,,,,,,,,,,,,,0x10de,0x0621,0x0621,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x0622,0x0623,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x0624,0x0624,12,6658,12,6658,,,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x0625,0x0625,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GT 130,,,,,,,,,,,,,0x10de,0x0626,0x0626,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GT 140,,,,,,,,,,,,,0x10de,0x0627,0x0627,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9800M,,,,,,,,,,,,,0x10de,0x0628,0x0628,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9700M,,,,,,,,,,,,,0x10de,0x062a,0x062a,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9800M,,,,,,,,,,,,,0x10de,0x062b,0x062c,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GT 130,,,,,,,,,,,,,0x10de,0x062e,0x062e,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x062f,0x062f,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GTS 160M,,,,,,,,,,,,,0x10de,0x0631,0x0631,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GT 220,,,,,,,,,,,,,0x10de,0x0633,0x0633,12,6658,12,6658,,,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x0635,0x0635,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x0637,0x0637,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA Quadro FX 1800,,,,,,,,,,,,,0x10de,0x0638,0x0638,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA Quadro FX 2700M,,,,,,,,,,,,,0x10de,0x063a,0x063a,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA G94,,,,,,,,,,,,,0x10de,0x063f,0x063f,12,6658,12,6658,,,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce 9500,,,,,,,,,,,,,0x10de,0x0640,0x0640,12,6658,12,6658,,,,,,,,,,,,,,1440,900,0,2,4,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x0641,0x0641,12,6658,12,6658,,,,,,,,,,,,,,1440,900,0,2,4,1,,,
NVIDIA GeForce 9500,,,,,,,,,,,,,0x10de,0x0643,0x0645,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce GT 120,,,,,,,,,,,,,0x10de,0x0646,0x0646,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9600M,,,,,,,,,,,,,0x10de,0x0647,0x0649,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9700M,,,,,,,,,,,,,0x10de,0x064a,0x064a,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9500M,,,,,,,,,,,,,0x10de,0x064b,0x064b,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,0,2,4,1,,,
NVIDIA GeForce 9650M,,,,,,,,,,,,,0x10de,0x064c,0x064c,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x064e,0x064e,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce G 110M,,,,,,,,,,,,,0x10de,0x0651,0x0651,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce GT 130M,,,,,,,,,,,,,0x10de,0x0652,0x0652,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce GT 120M,,,,,,,,,,,,,0x10de,0x0653,0x0653,12,6658,12,6658,,,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce GT 220M,,,,,,,,,,,,,0x10de,0x0654,0x0654,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GT 120,,,,,,,,,,,,,0x10de,0x0655,0x0655,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA Quadro FX 380,,,,,,,,,,,,,0x10de,0x0658,0x0658,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA Quadro FX 580,,,,,,,,,,,,,0x10de,0x0659,0x0659,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA Quadro FX 1700M,,,,,,,,,,,,,0x10de,0x065a,0x065a,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x065b,0x065b,12,6658,12,6658,,,,,,,,,,,,,,1440,900,0,2,4,1,,,
NVIDIA Quadro FX 770M,,,,,,,,,,,,,0x10de,0x065c,0x065c,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x065d,0x065d,12,6658,12,6658,,,,,,,,,,,,,,1440,900,3,2,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x065f,0x065f,12,6658,12,6658,,,,,,,,,,,,,,1440,900,2,2,4,1,,,
NVIDIA GeForce GTX 480,,,,,,,,,,,,,0x10de,0x06c0,0x06c0,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
NVIDIA GeForce GTX 465,,,,,,,,,,,,,0x10de,0x06c4,0x06c4,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 480M,,,,,,,,,,,,,0x10de,0x06ca,0x06ca,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 470,,,,,,,,,,,,,0x10de,0x06cd,0x06cd,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
NVIDIA Tesla C2050,,,,,,,,,,,,,0x10de,0x06d1,0x06d1,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
